number_of_rows,ip,incoming_num,outgoing_num,user_type
599,42.219.153.153,589,8,0
599,42.219.151.106,598,0,2
599,42.219.149.200,598,0,2
599,42.219.149.169,598,0,2
599,42.219.148.53,598,0,2
599,42.219.148.20,598,0,2
599,42.219.148.116,598,0,2
599,42.219.147.57,598,0,2
599,42.219.147.115,598,0,2
599,42.219.146.112,598,0,2
599,42.219.145.69,598,0,2
599,42.219.145.183,598,0,2
598,42.219.159.174,597,0,2
598,42.219.159.161,597,0,2
598,42.219.158.233,597,0,2
598,42.219.157.126,597,0,2
598,42.219.151.254,597,0,2
598,42.219.151.206,597,0,2
598,42.219.151.154,597,0,2
598,42.219.149.226,597,0,2
598,42.219.149.212,597,0,2
598,42.219.149.196,597,0,2
598,42.219.148.97,597,0,2
598,42.219.148.67,597,0,2
598,42.219.148.15,597,0,2
598,42.219.148.126,597,0,2
598,42.219.147.83,597,0,2
598,42.219.147.45,597,0,2
598,42.219.147.33,597,0,2
598,42.219.147.32,597,0,2
598,42.219.147.26,597,0,2
598,42.219.147.21,597,0,2
598,42.219.147.108,597,0,2
598,42.219.146.36,597,0,2
598,42.219.146.103,597,0,2
597,42.219.159.234,596,0,2
597,42.219.159.232,596,0,2
597,42.219.157.64,596,0,2
597,42.219.157.244,596,0,2
597,42.219.155.52,596,0,2
597,42.219.154.67,596,0,2
597,42.219.152.75,596,0,2
597,42.219.152.174,596,0,2
597,42.219.151.237,596,0,2
597,42.219.151.149,596,0,2
597,42.219.147.61,596,0,2
597,42.219.147.24,596,0,2
597,42.219.147.12,596,0,2
597,42.219.146.91,596,0,2
597,42.219.146.90,596,0,2
597,42.219.146.56,596,0,2
597,42.219.146.108,596,0,2
597,42.219.146.1,596,0,2
597,42.219.145.176,596,0,2
597,42.219.144.51,596,0,2
596,42.219.159.132,595,0,2
596,42.219.156.159,595,0,2
596,42.219.156.158,595,0,2
596,42.219.156.153,595,0,2
596,42.219.155.136,595,0,2
596,42.219.154.171,595,0,2
596,42.219.154.16,595,0,2
596,42.219.153.51,595,0,2
596,42.219.152.105,595,0,2
596,42.219.151.89,595,0,2
596,42.219.151.66,595,0,2
596,42.219.151.48,595,0,2
596,42.219.151.247,595,0,2
596,42.219.151.146,595,0,2
596,42.219.151.121,595,0,2
596,42.219.151.105,595,0,2
596,42.219.149.175,595,0,2
596,42.219.149.168,595,0,2
596,42.219.149.137,595,0,2
596,42.219.148.7,595,0,2
596,42.219.147.98,595,0,2
596,42.219.147.50,595,0,2
596,42.219.147.5,595,0,2
596,42.219.147.43,595,0,2
596,42.219.147.133,596,0,2
596,42.219.147.119,595,0,2
596,42.219.147.114,595,0,2
596,42.219.146.70,595,0,2
596,42.219.146.44,595,0,2
596,42.219.146.39,595,0,2
596,42.219.146.30,595,0,2
596,42.219.146.187,595,0,2
596,42.219.146.110,595,0,2
596,42.219.145.50,595,0,2
595,42.219.158.192,594,0,2
595,42.219.158.143,594,0,2
595,42.219.157.87,594,0,2
595,42.219.154.31,594,0,2
595,42.219.154.166,594,0,2
595,42.219.151.26,594,0,2
595,42.219.151.165,594,0,2
595,42.219.150.203,594,0,2
595,42.219.149.213,594,0,2
595,42.219.149.147,594,0,2
595,42.219.148.63,594,0,2
595,42.219.148.50,594,0,2
595,42.219.148.14,594,0,2
595,42.219.148.110,594,0,2
595,42.219.147.93,594,0,2
595,42.219.147.7,594,0,2
595,42.219.147.49,594,0,2
595,42.219.145.194,594,0,2
595,42.219.145.142,594,0,2
594,42.219.159.173,593,0,2
594,42.219.159.147,593,0,2
594,42.219.159.144,593,0,2
594,42.219.155.51,593,0,2
594,42.219.152.93,593,0,2
594,42.219.152.83,593,0,2
594,42.219.150.73,593,0,2
594,42.219.149.250,593,0,2
594,42.219.149.247,593,0,2
594,42.219.149.209,593,0,2
594,42.219.149.182,593,0,2
594,42.219.149.155,593,0,2
594,42.219.149.136,593,0,2
594,42.219.147.92,593,0,2
594,42.219.147.63,593,0,2
594,42.219.147.36,593,0,2
594,42.219.147.112,593,0,2
594,42.219.144.66,593,0,2
594,42.219.144.151,593,0,2
593,42.219.157.71,592,0,2
593,42.219.157.189,592,0,2
593,42.219.154.36,592,0,2
593,42.219.154.218,592,0,2
593,42.219.154.215,592,0,2
593,42.219.153.231,592,0,2
593,42.219.150.153,592,0,2
593,42.219.147.0,592,0,2
593,42.219.146.184,592,0,2
593,42.219.145.223,592,0,2
593,42.219.145.185,592,0,2
593,42.219.145.146,592,0,2
593,42.219.144.37,592,0,2
592,42.219.159.248,591,0,2
592,42.219.159.243,591,0,2
592,42.219.158.126,591,0,2
592,42.219.155.201,591,0,2
592,42.219.155.139,591,0,2
592,42.219.154.229,591,0,2
592,42.219.154.161,591,0,2
592,42.219.153.253,591,0,2
592,42.219.151.32,591,0,2
592,42.219.149.249,591,0,2
592,42.219.149.231,591,0,2
592,42.219.148.118,591,0,2
592,42.219.147.82,591,0,2
592,42.219.147.22,591,0,2
592,42.219.146.93,591,0,2
592,42.219.146.65,591,0,2
592,42.219.146.111,591,0,2
592,42.219.145.60,591,0,2
592,42.219.145.35,591,0,2
592,42.219.145.122,591,0,2
592,42.219.144.157,591,0,2
591,42.219.159.254,578,11,0
591,42.219.157.50,590,0,2
591,42.219.157.49,590,0,2
591,42.219.157.232,571,18,0
591,42.219.157.204,590,0,2
591,42.219.156.236,590,0,2
591,42.219.155.225,590,0,2
591,42.219.155.180,590,0,2
591,42.219.153.186,580,9,0
591,42.219.152.58,590,0,2
591,42.219.152.214,590,0,2
591,42.219.151.74,590,0,2
591,42.219.150.63,590,0,2
591,42.219.150.37,590,0,2
591,42.219.150.165,590,0,2
591,42.219.150.157,590,0,2
591,42.219.149.214,590,0,2
591,42.219.147.94,590,0,2
591,42.219.147.76,590,0,2
591,42.219.146.88,590,0,2
591,42.219.146.85,590,0,2
591,42.219.146.78,590,0,2
591,42.219.146.5,590,0,2
591,42.219.146.48,590,0,2
591,42.219.146.3,590,0,2
591,42.219.145.217,590,0,2
591,42.219.145.204,590,0,2
591,42.219.145.195,590,0,2
591,42.219.145.188,590,0,2
591,42.219.145.170,590,0,2
591,42.219.145.164,590,0,2
591,42.219.145.15,590,0,2
591,42.219.144.32,590,0,2
590,42.219.158.76,589,0,2
590,42.219.158.134,589,0,2
590,42.219.157.199,589,0,2
590,42.219.156.222,589,0,2
590,42.219.153.182,589,0,2
590,42.219.151.34,589,0,2
590,42.219.151.118,589,0,2
590,42.219.150.55,589,0,2
590,42.219.149.129,589,0,2
590,42.219.148.89,589,0,2
590,42.219.148.25,589,0,2
590,42.219.148.248,589,0,2
590,42.219.147.96,589,0,2
590,42.219.147.6,589,0,2
590,42.219.147.58,589,0,2
590,42.219.146.73,589,0,2
590,42.219.146.15,589,0,2
590,42.219.146.11,589,0,2
590,42.219.144.44,589,0,2
590,42.219.144.218,589,0,2
590,42.219.144.183,589,0,2
590,42.219.144.121,589,0,2
589,42.219.157.38,588,0,2
589,42.219.156.173,588,0,2
589,42.219.155.142,549,38,0
589,42.219.152.91,588,0,2
589,42.219.151.65,588,0,2
589,42.219.151.193,588,0,2
589,42.219.151.16,588,0,2
589,42.219.151.1,588,0,2
589,42.219.150.52,588,0,2
589,42.219.148.51,588,0,2
589,42.219.148.40,588,0,2
589,42.219.148.113,588,0,2
589,42.219.147.51,588,0,2
589,42.219.147.44,588,0,2
589,42.219.147.113,588,0,2
589,42.219.146.71,588,0,2
589,42.219.146.60,588,0,2
589,42.219.146.53,588,0,2
589,42.219.146.50,588,0,2
589,42.219.146.14,588,0,2
589,42.219.146.119,588,0,2
589,42.219.145.214,588,0,2
589,42.219.145.198,588,0,2
589,42.219.144.155,588,0,2
588,42.219.159.176,587,0,2
588,42.219.157.40,587,0,2
588,42.219.156.42,587,0,2
588,42.219.155.227,587,0,2
588,42.219.155.217,587,0,2
588,42.219.155.101,587,0,2
588,42.219.154.252,587,0,2
588,42.219.151.54,587,0,2
588,42.219.151.0,587,0,2
588,42.219.147.48,587,0,2
588,42.219.147.15,587,0,2
588,42.219.147.14,587,0,2
588,42.219.146.54,587,0,2
588,42.219.146.123,587,0,2
588,42.219.146.122,587,0,2
588,42.219.145.124,588,0,2
588,42.219.144.24,587,0,2
587,42.219.159.169,586,0,2
587,42.219.159.135,586,0,2
587,42.219.158.199,586,0,2
587,42.219.158.150,586,0,2
587,42.219.156.32,586,0,2
587,42.219.156.25,586,0,2
587,42.219.155.246,586,0,2
587,42.219.155.229,586,0,2
587,42.219.155.200,586,0,2
587,42.219.155.148,586,0,2
587,42.219.152.63,586,0,2
587,42.219.151.87,586,0,2
587,42.219.151.76,586,0,2
587,42.219.151.64,586,0,2
587,42.219.151.39,586,0,2
587,42.219.151.190,586,0,2
587,42.219.149.206,586,0,2
587,42.219.146.74,586,0,2
587,42.219.146.40,586,0,2
587,42.219.145.98,586,0,2
586,42.219.159.157,585,0,2
586,42.219.157.245,565,19,0
586,42.219.157.168,585,0,2
586,42.219.156.180,585,0,2
586,42.219.155.58,586,0,2
586,42.219.154.217,585,0,2
586,42.219.154.165,585,0,2
586,42.219.152.86,585,0,2
586,42.219.152.84,585,0,2
586,42.219.152.40,585,0,2
586,42.219.152.102,585,0,2
586,42.219.151.85,585,0,2
586,42.219.151.107,585,0,2
586,42.219.149.243,585,0,2
586,42.219.149.227,585,0,2
586,42.219.149.194,585,0,2
586,42.219.149.133,585,0,2
586,42.219.148.28,585,0,2
586,42.219.147.123,585,0,2
586,42.219.146.18,585,0,2
586,42.219.145.9,585,0,2
586,42.219.145.51,585,0,2
586,42.219.145.220,585,0,2
586,42.219.145.219,585,0,2
586,42.219.145.200,585,0,2
586,42.219.145.141,585,0,2
585,42.219.158.137,584,0,2
585,42.219.157.135,584,0,2
585,42.219.156.60,584,0,2
585,42.219.156.165,584,0,2
585,42.219.154.196,584,0,2
585,42.219.154.140,584,0,2
585,42.219.152.88,584,0,2
585,42.219.152.236,584,0,2
585,42.219.152.147,584,0,2
585,42.219.152.1,584,0,2
585,42.219.151.71,584,0,2
585,42.219.151.113,584,0,2
585,42.219.150.210,584,0,2
585,42.219.149.254,584,0,2
585,42.219.148.62,584,0,2
585,42.219.148.56,584,0,2
585,42.219.148.13,584,0,2
585,42.219.146.86,584,0,2
585,42.219.145.236,584,0,2
585,42.219.145.140,584,0,2
585,42.219.144.75,584,0,2
585,42.219.144.63,584,0,2
585,42.219.144.59,584,0,2
585,42.219.144.38,584,0,2
585,42.219.144.1,584,0,2
584,42.219.159.252,583,0,2
584,42.219.159.184,583,0,2
584,42.219.157.231,583,0,2
584,42.219.157.101,583,0,2
584,42.219.156.70,583,0,2
584,42.219.155.239,583,0,2
584,42.219.155.234,583,0,2
584,42.219.155.226,583,0,2
584,42.219.155.221,583,0,2
584,42.219.154.83,582,1,0
584,42.219.154.221,583,0,2
584,42.219.153.203,583,0,2
584,42.219.152.116,583,0,2
584,42.219.152.108,583,0,2
584,42.219.151.27,583,0,2
584,42.219.150.156,583,0,2
584,42.219.148.55,583,0,2
584,42.219.147.60,583,0,2
584,42.219.147.127,583,0,2
584,42.219.146.67,583,0,2
584,42.219.145.40,583,0,2
584,42.219.145.210,583,0,2
584,42.219.145.201,583,0,2
584,42.219.144.41,583,0,2
584,42.219.144.25,583,0,2
584,42.219.144.109,583,0,2
583,42.219.159.138,582,0,2
583,42.219.157.157,582,0,2
583,42.219.157.139,582,0,2
583,42.219.156.80,582,0,2
583,42.219.155.230,582,0,2
583,42.219.155.214,582,0,2
583,42.219.155.137,582,0,2
583,42.219.151.86,582,0,2
583,42.219.151.73,582,0,2
583,42.219.151.3,582,0,2
583,42.219.150.236,582,0,2
583,42.219.149.230,582,0,2
583,42.219.147.72,582,0,2
583,42.219.147.17,582,0,2
583,42.219.146.120,582,0,2
583,42.219.145.237,582,0,2
583,42.219.145.193,582,0,2
583,42.219.145.191,582,0,2
583,42.219.144.2,582,0,2
583,42.219.144.18,582,0,2
583,42.219.144.123,582,0,2
583,42.219.144.104,582,0,2
582,42.219.159.214,581,0,2
582,42.219.159.126,581,0,2
582,42.219.158.10,581,0,2
582,42.219.157.86,581,0,2
582,42.219.157.118,581,0,2
582,42.219.157.113,581,0,2
582,42.219.156.6,581,0,2
582,42.219.154.213,581,0,2
582,42.219.154.204,581,0,2
582,42.219.154.163,581,0,2
582,42.219.153.161,567,13,0
582,42.219.152.78,581,0,2
582,42.219.152.33,581,0,2
582,42.219.152.213,581,0,2
582,42.219.152.120,581,0,2
582,42.219.151.97,581,0,2
582,42.219.151.114,581,0,2
582,42.219.151.102,581,0,2
582,42.219.150.88,581,0,2
582,42.219.150.57,581,0,2
582,42.219.149.159,581,0,2
582,42.219.149.139,581,0,2
582,42.219.147.84,581,0,2
582,42.219.147.71,581,0,2
582,42.219.147.52,581,0,2
582,42.219.146.94,581,0,2
582,42.219.146.114,581,0,2
582,42.219.145.67,581,0,2
582,42.219.145.229,581,0,2
582,42.219.145.209,581,0,2
582,42.219.145.157,581,0,2
582,42.219.144.43,581,0,2
582,42.219.144.125,581,0,2
582,42.219.144.124,581,0,2
582,42.219.144.119,581,0,2
581,42.219.159.65,559,20,0
581,42.219.159.168,580,0,2
581,42.219.159.167,580,0,2
581,42.219.159.130,580,0,2
581,42.219.158.33,580,0,2
581,42.219.157.250,580,0,2
581,42.219.157.217,558,21,0
581,42.219.157.209,580,0,2
581,42.219.155.253,580,0,2
581,42.219.155.220,580,0,2
581,42.219.154.244,580,0,2
581,42.219.154.209,580,0,2
581,42.219.154.197,580,0,2
581,42.219.154.160,580,0,2
581,42.219.154.137,580,0,2
581,42.219.152.23,580,0,2
581,42.219.152.115,580,0,2
581,42.219.152.111,580,0,2
581,42.219.151.91,580,0,2
581,42.219.151.50,580,0,2
581,42.219.151.47,580,0,2
581,42.219.151.235,580,0,2
581,42.219.151.122,580,0,2
581,42.219.151.112,580,0,2
581,42.219.150.68,580,0,2
581,42.219.150.34,580,0,2
581,42.219.150.117,580,0,2
581,42.219.147.80,580,0,2
581,42.219.147.18,580,0,2
581,42.219.145.165,580,0,2
581,42.219.145.145,580,0,2
581,42.219.144.82,580,0,2
581,42.219.144.244,580,0,2
580,42.219.159.172,579,0,2
580,42.219.158.239,579,0,2
580,42.219.157.173,579,0,2
580,42.219.157.171,579,0,2
580,42.219.155.209,579,0,2
580,42.219.154.235,579,0,2
580,42.219.154.232,579,0,2
580,42.219.153.254,552,26,0
580,42.219.152.74,579,0,2
580,42.219.152.2,579,0,2
580,42.219.152.106,579,0,2
580,42.219.152.103,579,0,2
580,42.219.151.196,579,0,2
580,42.219.147.47,579,0,2
580,42.219.147.28,579,0,2
580,42.219.147.19,579,0,2
580,42.219.146.4,579,0,2
580,42.219.144.68,579,0,2
579,42.219.159.151,578,0,2
579,42.219.158.245,578,0,2
579,42.219.157.238,578,0,2
579,42.219.157.193,578,0,2
579,42.219.157.107,578,0,2
579,42.219.156.127,578,0,2
579,42.219.155.241,578,0,2
579,42.219.155.231,578,0,2
579,42.219.155.184,578,0,2
579,42.219.154.246,578,0,2
579,42.219.154.162,578,0,2
579,42.219.152.89,578,0,2
579,42.219.152.67,578,0,2
579,42.219.151.59,578,0,2
579,42.219.151.33,578,0,2
579,42.219.151.189,578,0,2
579,42.219.151.181,578,0,2
579,42.219.150.125,578,0,2
579,42.219.149.153,578,0,2
579,42.219.148.90,578,0,2
579,42.219.147.40,578,0,2
579,42.219.145.54,578,0,2
579,42.219.145.245,578,0,2
579,42.219.145.212,578,0,2
579,42.219.145.162,578,0,2
579,42.219.144.9,578,0,2
578,42.219.159.250,577,0,2
578,42.219.159.209,577,0,2
578,42.219.156.4,577,0,2
578,42.219.156.220,577,0,2
578,42.219.156.22,577,0,2
578,42.219.156.167,577,0,2
578,42.219.155.223,577,0,2
578,42.219.154.169,577,0,2
578,42.219.152.79,577,0,2
578,42.219.152.52,577,0,2
578,42.219.152.16,577,0,2
578,42.219.152.109,577,0,2
578,42.219.151.95,577,0,2
578,42.219.151.94,577,0,2
578,42.219.151.77,577,0,2
578,42.219.151.35,577,0,2
578,42.219.151.123,577,0,2
578,42.219.150.92,577,0,2
578,42.219.150.79,577,0,2
578,42.219.150.116,577,0,2
578,42.219.149.242,577,0,2
578,42.219.147.59,577,0,2
578,42.219.145.250,577,0,2
578,42.219.145.205,577,0,2
578,42.219.144.72,577,0,2
578,42.219.144.116,577,0,2
577,42.219.158.123,576,0,2
577,42.219.157.159,576,0,2
577,42.219.156.97,576,0,2
577,42.219.155.192,576,0,2
577,42.219.155.173,576,0,2
577,42.219.154.192,576,0,2
577,42.219.152.9,576,0,2
577,42.219.151.69,576,0,2
577,42.219.150.85,576,0,2
577,42.219.150.35,576,0,2
577,42.219.150.174,576,0,2
577,42.219.150.114,576,0,2
577,42.219.146.7,576,0,2
577,42.219.146.64,576,0,2
577,42.219.145.251,576,0,2
577,42.219.145.211,576,0,2
577,42.219.144.61,576,0,2
577,42.219.144.117,576,0,2
576,42.219.157.226,575,0,2
576,42.219.157.219,575,0,2
576,42.219.157.184,575,0,2
576,42.219.156.74,575,0,2
576,42.219.155.245,575,0,2
576,42.219.155.193,575,0,2
576,42.219.154.207,575,0,2
576,42.219.154.200,575,0,2
576,42.219.152.82,575,0,2
576,42.219.152.65,575,0,2
576,42.219.152.119,575,0,2
576,42.219.151.63,575,0,2
576,42.219.151.28,575,0,2
576,42.219.151.108,575,0,2
576,42.219.150.78,575,0,2
576,42.219.150.60,575,0,2
576,42.219.150.38,575,0,2
576,42.219.149.237,575,0,2
576,42.219.149.180,575,0,2
576,42.219.149.170,575,0,2
576,42.219.145.182,575,0,2
576,42.219.145.173,575,0,2
576,42.219.144.69,575,0,2
576,42.219.144.60,575,0,2
576,42.219.144.34,575,0,2
576,42.219.144.113,575,0,2
575,42.219.159.160,574,0,2
575,42.219.157.172,574,0,2
575,42.219.157.142,574,0,2
575,42.219.156.7,574,0,2
575,42.219.156.203,574,0,2
575,42.219.156.166,574,0,2
575,42.219.156.151,574,0,2
575,42.219.155.249,574,0,2
575,42.219.155.235,574,0,2
575,42.219.155.176,574,0,2
575,42.219.154.227,574,0,2
575,42.219.153.217,574,0,2
575,42.219.153.116,574,0,2
575,42.219.151.13,574,0,2
575,42.219.151.104,574,0,2
575,42.219.150.1,574,0,2
575,42.219.146.77,574,0,2
575,42.219.145.5,574,0,2
575,42.219.145.238,574,0,2
575,42.219.145.199,574,0,2
574,42.219.159.226,566,6,0
574,42.219.158.152,573,0,2
574,42.219.157.61,573,0,2
574,42.219.157.177,573,0,2
574,42.219.157.175,573,0,2
574,42.219.157.143,573,0,2
574,42.219.157.131,573,0,2
574,42.219.156.62,573,0,2
574,42.219.156.253,573,0,2
574,42.219.156.139,573,0,2
574,42.219.155.215,573,0,2
574,42.219.155.146,571,2,0
574,42.219.155.138,573,0,2
574,42.219.154.231,573,0,2
574,42.219.154.223,573,0,2
574,42.219.154.222,573,0,2
574,42.219.153.213,573,0,2
574,42.219.153.195,573,0,2
574,42.219.152.81,573,0,2
574,42.219.152.22,573,0,2
574,42.219.151.98,573,0,2
574,42.219.151.53,573,0,2
574,42.219.151.45,573,0,2
574,42.219.151.20,573,0,2
574,42.219.148.10,573,0,2
574,42.219.145.163,573,0,2
574,42.219.144.54,573,0,2
574,42.219.144.118,573,0,2
573,42.219.157.36,572,0,2
573,42.219.157.252,572,0,2
573,42.219.157.187,572,0,2
573,42.219.157.170,572,0,2
573,42.219.156.52,572,0,2
573,42.219.156.219,572,0,2
573,42.219.156.124,572,0,2
573,42.219.156.100,572,0,2
573,42.219.155.222,572,0,2
573,42.219.155.219,572,0,2
573,42.219.155.208,572,0,2
573,42.219.155.198,572,0,2
573,42.219.154.240,572,0,2
573,42.219.153.239,572,0,2
573,42.219.153.224,572,0,2
573,42.219.152.47,572,0,2
573,42.219.151.93,572,0,2
573,42.219.151.42,572,0,2
573,42.219.150.90,572,0,2
573,42.219.150.86,572,0,2
573,42.219.150.6,572,0,2
573,42.219.146.126,572,0,2
573,42.219.145.22,572,0,2
573,42.219.144.57,572,0,2
572,42.219.159.237,571,0,2
572,42.219.157.70,571,0,2
572,42.219.157.55,571,0,2
572,42.219.157.210,571,0,2
572,42.219.157.19,571,0,2
572,42.219.157.174,571,0,2
572,42.219.156.46,571,0,2
572,42.219.156.117,571,0,2
572,42.219.155.174,571,0,2
572,42.219.155.158,571,0,2
572,42.219.155.151,568,3,0
572,42.219.155.150,569,2,0
572,42.219.154.250,571,0,2
572,42.219.154.175,570,1,0
572,42.219.154.136,571,0,2
572,42.219.152.19,571,0,2
572,42.219.151.99,571,0,2
572,42.219.151.36,571,0,2
572,42.219.151.111,571,0,2
572,42.219.150.72,571,0,2
572,42.219.149.146,571,0,2
572,42.219.148.103,571,0,2
572,42.219.146.35,571,0,2
572,42.219.145.168,571,0,2
572,42.219.145.154,571,0,2
572,42.219.144.93,571,0,2
572,42.219.144.91,571,0,2
572,42.219.144.83,571,0,2
572,42.219.144.29,571,0,2
571,42.219.159.240,570,0,2
571,42.219.159.149,570,0,2
571,42.219.158.203,570,0,2
571,42.219.157.46,570,0,2
571,42.219.157.163,570,0,2
571,42.219.156.122,570,0,2
571,42.219.155.251,570,0,2
571,42.219.152.87,570,0,2
571,42.219.152.38,570,0,2
571,42.219.152.35,570,0,2
571,42.219.152.112,570,0,2
571,42.219.151.52,570,0,2
571,42.219.151.30,570,0,2
571,42.219.150.76,570,0,2
571,42.219.150.40,570,0,2
571,42.219.149.173,570,0,2
571,42.219.146.58,570,0,2
571,42.219.146.196,571,0,2
571,42.219.146.121,570,0,2
571,42.219.145.75,570,0,2
571,42.219.145.174,570,0,2
571,42.219.145.169,570,0,2
571,42.219.144.80,570,0,2
571,42.219.144.62,570,0,2
571,42.219.144.250,571,0,2
570,42.219.159.213,569,0,2
570,42.219.158.131,569,0,2
570,42.219.157.37,569,0,2
570,42.219.157.203,569,0,2
570,42.219.157.161,569,0,2
570,42.219.156.118,569,0,2
570,42.219.155.36,569,0,2
570,42.219.155.204,569,0,2
570,42.219.154.208,569,0,2
570,42.219.152.72,569,0,2
570,42.219.152.6,569,0,2
570,42.219.152.5,569,0,2
570,42.219.151.9,569,0,2
570,42.219.150.69,569,0,2
570,42.219.150.41,569,0,2
570,42.219.147.86,569,0,2
570,42.219.146.22,569,0,2
570,42.219.146.106,569,0,2
570,42.219.145.249,569,0,2
570,42.219.145.231,569,0,2
570,42.219.145.133,569,0,2
570,42.219.144.95,569,0,2
570,42.219.144.74,569,0,2
570,42.219.144.106,569,0,2
569,42.219.159.27,568,0,2
569,42.219.159.12,568,0,2
569,42.219.157.73,568,0,2
569,42.219.157.240,568,0,2
569,42.219.157.162,568,0,2
569,42.219.156.38,568,0,2
569,42.219.156.19,568,0,2
569,42.219.156.103,568,0,2
569,42.219.155.240,568,0,2
569,42.219.155.195,568,0,2
569,42.219.155.147,567,1,0
569,42.219.154.193,568,0,2
569,42.219.153.245,568,0,2
569,42.219.153.181,568,0,2
569,42.219.152.96,568,0,2
569,42.219.152.113,568,0,2
569,42.219.151.11,568,0,2
569,42.219.150.74,568,0,2
569,42.219.150.48,568,0,2
569,42.219.150.126,568,0,2
569,42.219.148.88,568,0,2
569,42.219.146.9,568,0,2
569,42.219.145.248,568,0,2
569,42.219.144.65,568,0,2
569,42.219.144.35,568,0,2
568,42.219.159.2,567,0,2
568,42.219.158.28,567,0,2
568,42.219.158.142,567,0,2
568,42.219.157.242,567,0,2
568,42.219.157.167,567,0,2
568,42.219.156.76,567,0,2
568,42.219.156.67,567,0,2
568,42.219.156.12,567,0,2
568,42.219.156.116,567,0,2
568,42.219.156.115,567,0,2
568,42.219.156.104,567,0,2
568,42.219.155.203,567,0,2
568,42.219.155.168,567,0,2
568,42.219.154.254,567,0,2
568,42.219.154.138,567,0,2
568,42.219.153.189,567,0,2
568,42.219.152.50,567,0,2
568,42.219.152.30,543,24,0
568,42.219.151.88,567,0,2
568,42.219.151.100,567,0,2
568,42.219.150.23,567,0,2
568,42.219.146.21,567,0,2
568,42.219.145.221,567,0,2
568,42.219.145.196,567,0,2
568,42.219.145.187,567,0,2
568,42.219.145.172,567,0,2
568,42.219.145.167,567,0,2
568,42.219.145.149,567,0,2
568,42.219.145.136,567,0,2
568,42.219.145.129,567,0,2
568,42.219.144.58,567,0,2
568,42.219.144.48,567,0,2
568,42.219.144.3,567,0,2
568,42.219.144.20,567,0,2
568,42.219.144.17,567,0,2
568,42.219.144.101,567,0,2
567,42.219.157.138,566,0,2
567,42.219.157.133,566,0,2
567,42.219.156.37,566,0,2
567,42.219.156.164,566,0,2
567,42.219.155.252,566,0,2
567,42.219.155.237,566,0,2
567,42.219.155.197,566,0,2
567,42.219.155.172,566,0,2
567,42.219.154.238,566,0,2
567,42.219.154.205,566,0,2
567,42.219.152.95,566,0,2
567,42.219.152.76,566,0,2
567,42.219.152.15,566,0,2
567,42.219.151.57,566,0,2
567,42.219.151.24,566,0,2
567,42.219.151.17,566,0,2
567,42.219.151.124,566,0,2
567,42.219.151.109,566,0,2
567,42.219.150.61,566,0,2
567,42.219.150.51,566,0,2
567,42.219.150.104,566,0,2
567,42.219.146.87,566,0,2
567,42.219.146.28,566,0,2
567,42.219.145.235,566,0,2
567,42.219.145.131,566,0,2
567,42.219.144.79,566,0,2
567,42.219.144.6,566,0,2
567,42.219.144.39,566,0,2
567,42.219.144.19,566,0,2
567,42.219.144.120,566,0,2
566,42.219.159.26,565,0,2
566,42.219.157.183,565,0,2
566,42.219.156.11,565,0,2
566,42.219.155.163,565,0,2
566,42.219.154.167,565,0,2
566,42.219.152.94,565,0,2
566,42.219.152.64,565,0,2
566,42.219.152.51,565,0,2
566,42.219.152.3,565,0,2
566,42.219.152.110,565,0,2
566,42.219.152.107,565,0,2
566,42.219.151.80,565,0,2
566,42.219.151.8,565,0,2
566,42.219.151.43,565,0,2
566,42.219.151.37,565,0,2
566,42.219.151.116,565,0,2
566,42.219.151.103,565,0,2
566,42.219.150.106,565,0,2
566,42.219.147.2,565,0,2
566,42.219.146.68,565,0,2
566,42.219.146.24,565,0,2
566,42.219.145.215,565,0,2
566,42.219.145.161,565,0,2
566,42.219.145.144,565,0,2
566,42.219.145.132,565,0,2
566,42.219.144.73,565,0,2
566,42.219.144.127,565,0,2
565,42.219.158.47,564,0,2
565,42.219.157.202,564,0,2
565,42.219.157.191,564,0,2
565,42.219.157.169,564,0,2
565,42.219.157.147,564,0,2
565,42.219.157.146,564,0,2
565,42.219.156.9,564,0,2
565,42.219.156.31,564,0,2
565,42.219.156.13,564,0,2
565,42.219.155.242,564,0,2
565,42.219.154.234,564,0,2
565,42.219.154.230,564,0,2
565,42.219.154.170,564,0,2
565,42.219.152.14,564,0,2
565,42.219.152.11,564,0,2
565,42.219.151.96,564,0,2
565,42.219.151.126,564,0,2
565,42.219.150.70,564,0,2
565,42.219.150.62,564,0,2
565,42.219.150.49,564,0,2
565,42.219.150.36,564,0,2
565,42.219.150.127,564,0,2
565,42.219.150.118,564,0,2
565,42.219.149.223,564,0,2
565,42.219.146.69,564,0,2
565,42.219.145.218,564,0,2
565,42.219.144.52,564,0,2
565,42.219.144.49,564,0,2
565,42.219.144.28,564,0,2
565,42.219.144.26,564,0,2
565,42.219.144.105,564,0,2
564,42.219.159.34,563,0,2
564,42.219.158.141,563,0,2
564,42.219.158.127,563,0,2
564,42.219.157.44,563,0,2
564,42.219.157.214,563,0,2
564,42.219.157.211,563,0,2
564,42.219.157.186,563,0,2
564,42.219.155.161,563,0,2
564,42.219.154.241,563,0,2
564,42.219.154.139,563,0,2
564,42.219.153.185,563,0,2
564,42.219.152.36,563,0,2
564,42.219.151.90,563,0,2
564,42.219.151.60,563,0,2
564,42.219.151.40,563,0,2
564,42.219.151.4,563,0,2
